brand,brandId,model,modelId
MCLAREN,2236,570GT,26674
MCLAREN,2236,600LT,26675
MCLAREN,2236,720S,26676
MCLAREN,2236,SENNA,26677
MCLAREN,2236,SENNA GTR,26678
MCLAREN,2236,GT,26679
MCLAREN,2236,620R,27471
MCLAREN,2236,765LT,29623
MCLAREN,2236,ELVA,29624
MCLAREN,2236,ARTURA,32272
MCLAREN,2236,750S,33635
MCLAREN,2236,GTS,34579
MCNEILUS,8141,Pumper,21708
MCNEILUS,8141,Rescue,21709
MCNEILUS,8141,Aerial,21710
MCNEILUS,8141,Airport,21711
MCNEILUS,8141,Ambulance,21712
MCNEILUS,8141,Concrete,21713
MCNEILUS,8141,H-Series,21715
MCNEILUS,8141,Tractor,21716
MCNEILUS,8141,Truck,21717
MCNEILUS,8141,Recovery,21718
MCNEILUS,8141,Defense - Light,21719
MCNEILUS,8141,Defense - Medium,21720
MCNEILUS,8141,Defense - Heavy,21721
MCNEILUS,8141,McNeilus,21857
MCNEILUS,8141,Volterra ZSL,35161
MERCEDES-BENZ,449,Sprinter,1703
MERCEDES-BENZ,449,SL-Class,2079
MERCEDES-BENZ,449,SLK-Class,2080
MERCEDES-BENZ,449,E-Class,2081
MERCEDES-BENZ,449,CLS-Class,2082
MERCEDES-BENZ,449,CLA-Class,2083
MERCEDES-BENZ,449,GLA-Class,2084
MERCEDES-BENZ,449,C-Class,2085
MERCEDES-BENZ,449,S-Class,2086
MERCEDES-BENZ,449,SLS-Class,2087
MERCEDES-BENZ,449,B-Class,2113
MERCEDES-BENZ,449,M-Class,2129
MERCEDES-BENZ,449,GL-Class,2130
MERCEDES-BENZ,449,G-Class,2131
MERCEDES-BENZ,449,GLK-Class,2132
MERCEDES-BENZ,449,CL-Class,2678
MERCEDES-BENZ,449,CLK-Class,2822
MERCEDES-BENZ,449,SLR McLaren,2936
MERCEDES-BENZ,449,R-Class,2939
MERCEDES-BENZ,449,AMG GT,5881
MERCEDES-BENZ,449,GLC-Class,5885
MERCEDES-BENZ,449,GLE-Class,5886
MERCEDES-BENZ,449,Metris,11451
MERCEDES-BENZ,449,SLC-Class,11452
MERCEDES-BENZ,449,ML-Class,13819
MERCEDES-BENZ,449,GLS-Class,14005
MERCEDES-BENZ,449,190,14013
MERCEDES-BENZ,449,300,14014
MERCEDES-BENZ,449,500,14015
MERCEDES-BENZ,449,L1013,14081
MERCEDES-BENZ,449,L1113,14082
MERCEDES-BENZ,449,L1116,14083
MERCEDES-BENZ,449,L1316,14084
MERCEDES-BENZ,449,L1418,14085
MERCEDES-BENZ,449,L1117,14087
MERCEDES-BENZ,449,L1317,14088
MERCEDES-BENZ,449,L1419,14089
MERCEDES-BENZ,449,LP1419,14090
MERCEDES-BENZ,449,LPS1525,14091
MERCEDES-BENZ,449,LP1219,14092
MERCEDES-BENZ,449,L1319,14093
MERCEDES-BENZ,449,280,14773
MERCEDES-BENZ,449,240,14774
MERCEDES-BENZ,449,380,14775
MERCEDES-BENZ,449,400,17597
MERCEDES-BENZ,449,600,17598
MERCEDES-BENZ,449,350,17599
MERCEDES-BENZ,449,420,17600
MERCEDES-BENZ,449,560,17601
MERCEDES-BENZ,449,260,17602
MERCEDES-BENZ,449,A-Class,24879
MERCEDES-BENZ,449,GLB-Class,26498
MERCEDES-BENZ,449,EQC-Class,26499
MERCEDES-BENZ,449,EQS-Class Sedan,29045
MERCEDES-BENZ,449,EQE-Class Sedan,30229
MERCEDES-BENZ,449,EQB-Class,30230
MERCEDES-BENZ,449,EQS-Class SUV,30265
MERCEDES-BENZ,449,EQE-Class SUV,31097
MERCEDES-BENZ,449,eSprinter,33099
MERCEDES-BENZ,449,CLE,33769
MERCURY,465,Grand Marquis,1792
MERCURY,465,Milan,1793
MERCURY,465,Mariner,1815
MERCURY,465,Mountaineer,1816
MERCURY,465,Sable,2365
MERCURY,465,Montego,2366
MERCURY,465,Monterey,2555
MERCURY,465,Cougar,5191
MERCURY,465,Villager,5258
MERCURY,465,Tracer,6732
MERCURY,465,Mystique,6733
MERCURY,465,Capri,13962
MERCURY,465,Topaz,13963
MERCURY,465,Lynx,14195
MERCURY,465,MARQUIS,14201
MERCURY,465,Zephyr,14620
MERCURY,465,Marauder,25134
MERKUR,5468,XR4Ti,14202
MERKUR,5468,Scorpio,14347
MEYERS MANX,12894,Manx 2.0,33870
MEYERS MANX,12894,Resorter,35432
MEYERS MANX,12894,Meyers Manx,35668
MGS GRAND SPORT (MARDIKIAN),5848,Miami,15271
MINI,456,Cooper,1761
MINI,456,Clubman,1765
MINI,456,Cooper Convertible,1767
MINI,456,Hardtop,1862
MINI,456,Countryman,1880
MINI,456,Cooper Coupe,1886
MINI,456,Cooper Roadster,1925
MINI,456,Paceman,1928
MINI BIG TRUCKS,5850,Pete,15274
MINI BIG TRUCKS,5850,KW,15275
MINI BIG TRUCKS,5850,FL,15278
MINI BIG TRUCKS,5850,Mack,15279
MITSUBISHI,481,Raider,1950
MITSUBISHI,481,Outlander,2163
MITSUBISHI,481,Lancer,2164
MITSUBISHI,481,Galant,2165
MITSUBISHI,481,Eclipse,2166
MITSUBISHI,481,Endeavor,2167
MITSUBISHI,481,Montero,2318
MITSUBISHI,481,RVR,2336
MITSUBISHI,481,i-MiEV,2339
MITSUBISHI,481,Mirage,2342
MITSUBISHI,481,Expo,5422
MITSUBISHI,481,3000GT,5423
MITSUBISHI,481,Diamante,5425
MITSUBISHI,481,Truck,5426
MITSUBISHI,481,Montero Sport,5755
MITSUBISHI,481,Lancer SportBack,5808
MITSUBISHI,481,Lancer Evolution,5809
MITSUBISHI,481,Mirage G4,13842
MITSUBISHI,481,Outlander Sport,13867
MITSUBISHI,481,Precis,14423
MITSUBISHI,481,Space Wagon,14442
MITSUBISHI,481,Wagon,14443
MITSUBISHI,481,Sigma,14445
MITSUBISHI,481,Starion,14446
MITSUBISHI,481,Van,14449
MITSUBISHI,481,Tredia,14454
MITSUBISHI,481,Cordia,14455
MITSUBISHI,481,Mighty Max,14572
MITSUBISHI,481,SPX,14573
MITSUBISHI,481,SP,14577
MITSUBISHI,481,Eclipse Cross,17617
MITSUBISHI,481,Low Speed Vehicle,27241
MITSUBISHI FUSO,528,FE83D,2287
MITSUBISHI FUSO,528,FE84D,2288
MITSUBISHI FUSO,528,FE85D,2289
MITSUBISHI FUSO,528,FE84DW,2290
MITSUBISHI FUSO,528,FG84D,2291
MITSUBISHI FUSO,528,FK61F,2292
MITSUBISHI FUSO,528,FM61F,2293
MITSUBISHI FUSO,528,FM64F,2294
MITSUBISHI FUSO,528,FM65F,2295
MITSUBISHI FUSO,528,FK62F,2296
MITSUBISHI FUSO,528,FK65F,2297
MITSUBISHI FUSO,528,FEC52S,2308
MITSUBISHI FUSO,528,FEC72S,2309
MITSUBISHI FUSO,528,FEC72W,2310
MITSUBISHI FUSO,528,FEC92S,2311
MITSUBISHI FUSO,528,FGB72S,2312
MITSUBISHI FUSO,528,FECX2S,2317
MITSUBISHI FUSO,528,FH100,5378
MITSUBISHI FUSO,528,FM557,5379
MITSUBISHI FUSO,528,FE439,5380
MITSUBISHI FUSO,528,FE449,5381
MITSUBISHI FUSO,528,FK417,5382
MITSUBISHI FUSO,528,FK457,5383
MITSUBISHI FUSO,528,FE639,5415
MITSUBISHI FUSO,528,FE649,5416
MITSUBISHI FUSO,528,FH211,5417
MITSUBISHI FUSO,528,FK617,5418
MITSUBISHI FUSO,528,FM617,5419
MITSUBISHI FUSO,528,FM657,5420
MITSUBISHI FUSO,528,FG639,5752
MITSUBISHI FUSO,528,FE640,5753
MITSUBISHI FUSO,528,FG649,5757
MITSUBISHI FUSO,528,FH210,5758
MITSUBISHI FUSO,528,Sterling 360,5842
MITSUBISHI FUSO,528,FE640DW,5845
MITSUBISHI FUSO,528,FG439,14420
MITSUBISHI FUSO,528,FK415,14431
MITSUBISHI FUSO,528,FK455,14432
MITSUBISHI FUSO,528,FM555,14433
MITSUBISHI FUSO,528,FE434,14434
MITSUBISHI FUSO,528,FE444,14435
MITSUBISHI FUSO,528,FG434,14436
MITSUBISHI FUSO,528,FEC7US / eCanter,22426
MITSUBISHI FUSO,528,FE140 (FECZTS),22798
MITSUBISHI FUSO,528,FE160 (FEC7TS),22799
MITSUBISHI FUSO,528,FE180 (FEC9TS),22800
MITSUBISHI FUSO,528,FE160 (FEC7TW),25778
MK SPORTSCARS,12991,RX5,34131
MK SPORTSCARS,12991,Sport,34132
MOBILE ARMOURED VEHICLE,1987,Protector II,5567
MOBILE ARMOURED VEHICLE,1987,HPTC,5568
MOKE,8549,Moke,22510
MOKE,8549,Gen 1 EV,32529
MOSLER,4764,MT900s,10265
MOSLER,4764,Raptor,10266
MULLEN AUTOMOTIVE INC.,12154,ONE,31578
MULLEN AUTOMOTIVE INC.,12154,THREE,31585
MYCAR,2376,CV .2,6159
NAFFCO,12530,FALCON,32657
NATIONAL OILWELL VARCO,2542,National Oilwell Varco,6374
NATIONAL OILWELL VARCO,2542,100,23885
NATIONAL OILWELL VARCO,2542,200,23886
NATIONAL OILWELL VARCO,2542,300/3000,23887
NATIONAL OILWELL VARCO,2542,400/4000,23888
NATIONAL OILWELL VARCO,2542,500/5000,23889
NATIONAL OILWELL VARCO,2542,600/6000,23890
NATIONAL OILWELL VARCO,2542,700/7000,23891
NATIONAL OILWELL VARCO,2542,8000,23892
NATIONAL OILWELL VARCO,2542,900,23893
NATIONAL OILWELL VARCO,2542,T-4,23894
NATIONAL OILWELL VARCO,2542,3C,27169
NATIONAL OILWELL VARCO,2542,4C,27170
NATIONAL OILWELL VARCO,2542,5C,27171
NATIONAL OILWELL VARCO,2542,6C,27172
NATIONAL OILWELL VARCO,2542,7C,27173
NATIONAL OILWELL VARCO,2542,345,27174
NATIONAL OILWELL VARCO,2542,338,27175
NATIONAL OILWELL VARCO,2542,Drawworks Trailer,27176
NATIONAL OILWELL VARCO,2542,Equipment Trailer,27177
NAVISTAR,491,CO,16036
NAVISTAR,491,COF,16037
NAVISTAR,491,1654,16039
NAVISTAR,491,1724,16040
NAVISTAR,491,1754,16041
NAVISTAR,491,1954,16042
NAVISTAR,491,1824,16043
NAVISTAR,491,1854,16044
NAVISTAR,491,G-1904,16045
NAVISTAR,491,G-1954,16046
NAVISTAR,491,F-1924,16047
NAVISTAR,491,F-1954,16049
NAVISTAR,491,1723,16050
NAVISTAR,491,1853,16051
NAVISTAR,491,G-1723,16052
NAVISTAR,491,1853FC,16053
NAVISTAR,491,1955,16054
NAVISTAR,491,2155,16055
NAVISTAR,491,F- 2155,16056
NAVISTAR,491,G-2105,16057
NAVISTAR,491,2275,16058
NAVISTAR,491,F-2275,16059
NAVISTAR,491,G-2275,16060
NAVISTAR,491,2375,16061
NAVISTAR,491,F-2375,16062
NAVISTAR,491,G-2375,16063
NAVISTAR,491,2675,16064
NAVISTAR,491,F2675,16065
NAVISTAR,491,2554,16066
NAVISTAR,491,2574,16067
NAVISTAR,491,F-2554,16068
NAVISTAR,491,F-2574,16069
NAVISTAR,491,G-2504,16070
NAVISTAR,491,2654,16072
NAVISTAR,491,2674,16073
NAVISTAR,491,F-2654,16074
NAVISTAR,491,F-2674,16075
NAVISTAR,491,G-2604,16076
NAVISTAR,491,1724RHD,16077
NAVISTAR,491,1754RHD,16078
NAVISTAR,491,F-1954 RHD,16079
NAVISTAR,491,F-5050,16088
NAVISTAR,491,1753,16094
NAVISTAR,491,G-2155,16095
NAVISTAR,491,2276,16096
NAVISTAR,491,F-2276,16097
NAVISTAR,491,2575,16098
NAVISTAR,491,F-2575,16099
NAVISTAR,491,G-2575,16100
NAVISTAR,491,NT,27149
NAVISTAR,491,NS,27150
NAVISTAR,491,NB,27157
ND,11016,SOTV,28787
ND,11016,Maxxpro,28788
NIKOLA ,10697,TRE,28127
NIKOLA ,10697,ONE,28128
NIKOLA ,10697,TWO,29307
NISSAN,478,GT-R,1890
NISSAN,478,Versa,1894
NISSAN,478,Versa Note,1898
NISSAN,478,Altima,1904
NISSAN,478,Leaf,1905
NISSAN,478,370Z,1906
NISSAN,478,Sentra,1907
NISSAN,478,Pathfinder,1911
NISSAN,478,Juke,1912
NISSAN,478,Rogue,1913
NISSAN,478,Murano,1914
NISSAN,478,Armada,1915
NISSAN,478,Xterra,1916
NISSAN,478,Quest,1917
NISSAN,478,NV200,1918
NISSAN,478,Frontier,1919
NISSAN,478,Titan,1920
NISSAN,478,NV,1922
NISSAN,478,Maxima,2302
NISSAN,478,350Z,2303
NISSAN,478,X-Trail,2323
NISSAN,478,Cube,2341
NISSAN,478,240SX,5565
NISSAN,478,300ZX,5566
NISSAN,478,Pickup,5748
NISSAN,478,Altra-EV,5756
NISSAN,478,NX,11506
NISSAN,478,Stanza,11508
NISSAN,478,Axxess,11509
NISSAN,478,PULSAR,13524
NISSAN,478,Van,14272
NISSAN,478,Stanza Wagon,14329
NISSAN,478,200SX,14385
NISSAN,478,Rogue Sport,17214
NISSAN,478,Sentra Classic,17615
NISSAN,478,Altra,17616
NISSAN,478,Micra,17817
NISSAN,478,Rogue Select,18137
NISSAN,478,Kicks,22791
NISSAN,478,Nissan Z,30039
NISSAN,478,Ariya Hatchback,30884
NISSAN,478,Kicks Play,35324
NISSAN,478,Kicks MPV,35389
NISSAN,478,Ariya MPV,36667
NJD AUTOMOTIVE LLC,2665,R32,6550
OLDSMOBILE,4162,Bravada,8920
OLDSMOBILE,4162,Silhouette,8921
OLDSMOBILE,4162,Alero,8955
OLDSMOBILE,4162,Aurora,8957
OLDSMOBILE,4162,Intrigue,8988
OLDSMOBILE,4162,Regency,9065
OLDSMOBILE,4162,Eighty Eight (88),9066
OLDSMOBILE,4162,LSS,9067
OLDSMOBILE,4162,Cutlass,9068
OLDSMOBILE,4162,Achieva,9089
OLDSMOBILE,4162,Cutlass Supreme,9096
OLDSMOBILE,4162,Ninety Eight (98),14175
OLDSMOBILE,4162,Custom Cruiser,14176
OLDSMOBILE,4162,Toronado,14181
OLDSMOBILE,4162,Cutlass Calais,14341
OLDSMOBILE,4162,Firenza,14473
OLDSMOBILE,4162,Omega,14550
OLDSMOBILE,4162,Cutlass Ciera,14552
OLDSMOBILE,4162,Delta 88,14553
OLDSMOBILE,4162,Cutlass Cruiser,14561
OLDSMOBILE,4162,Cutlass Salon,22444
OPEL,471,Ampera,1840
OPEL,471,Roadster,4784
OPEL,471,Opel,8719
OPEL,471,Sintra,11486
OPEL,471,Ampera-e,13975
OPEL,471,Ampera-e EV,18979
ORANGE EV LLC,5817,T-Series Pure Electric Terminal Truck,15219
ORANGE EV LLC,5817,E-Series Pure Electric Terminal Truck,32295
ORANGE EV LLC,5817,Husk-e,32655
ORANGE EV LLC,5817,e-Triever,34707
ORION BUS,6005,Orion II,4731
ORION BUS,6005,Orion V,4732
ORION BUS,6005,Orion VI,4733
ORION BUS,6005,Orion VII,4734
ORION BUS,6005,Hybrid Electric,4735
ORION BUS,6005,Orion I,15756
ORION BUS,6005,Orion III (Ikarus),15758
ORION BUS,6005,PeopleMover,18478
OSHKOSH,517,S Series,2186
OSHKOSH,517,J Series,2187
OSHKOSH,517,FF Series,2188
OSHKOSH,517,F / M911 Series,2189
OSHKOSH,517,P Series,2190
OSHKOSH,517,H Series,2191
OSHKOSH,517,NL Series,2192
OSHKOSH,517,NK Series,2193
OSHKOSH,517,"Military (HEMTT, HET, PLS, LVS, FMTV) Series",2194
OSHKOSH,517,T / P-19 / Striker Series,2195
OSHKOSH,517,"Commercial (HEMTT, HET, PLS, LVS) Series",2196
OSHKOSH,517,"Medium (Class 7) (New and Reman, MTVR, 5TTR, MTT, FMTV) Series",2197
OSHKOSH,517,Commercial Phoenix Series,2198
OSHKOSH,517,Front Concrete Mack (FCM),2199
OSHKOSH,517,Municipal Patrol Truck (MPT Truck),2200
OSHKOSH,517,D.E. - Refuse (Deisel-electric),2201
OSHKOSH,517,"New & Reman MTT, 5TTR, M-ATV",2202
OSHKOSH,517,"Hulled (Apha, Bushmaster) Series",2203
OSHKOSH,517,Light (Class 6) Series,2204
OSHKOSH,517,Light (Class 5) Sandcat Series,2205
OSHKOSH,517,Oshkosh Specialty,6157
OSHKOSH,517,Oshkosh Chassis - Entry,6178
OSHKOSH,517,Oshkosh Trailer,6295
OSHKOSH,517,Oshkosh,6297
OSHKOSH,517,Airport,8260
OSHKOSH,517,Concrete,8261
OSHKOSH,517,Tractor,8263
OSHKOSH,517,Truck,8264
OSHKOSH,517,Defense - Light,8265
OSHKOSH,517,Defense - Medium,8266
OSHKOSH,517,Defense - Heavy,8267
OSHKOSH,517,LC/RV,15716
OSHKOSH,517,LB/BUS,15718
OSHKOSH,517,LT/COMMERCIAL,15719
OSHKOSH,517,MC/RV,15720
OSHKOSH,517,MB/BUS,15721
OSHKOSH,517,MT/COMMERCIAL FORWARD,15722
OSHKOSH,517,MT/COMMERCIAL AFT,15723
OSHKOSH,517,XC/RV,15724
OSHKOSH,517,SB/BUS STYLE C,15725
OSHKOSH,517,ST/ COMMERCIAL,15726
OSHKOSH,517,VB/BUS,15728
OSHKOSH,517,SB/BUS STYLE D,15731
OSHKOSH,517,UB/BUS,15732
OSHKOSH,517,Oshkosh Chassis - M,15733
OSHKOSH,517,Oshkosh Chassis - L,15734
OSHKOSH,517,Oshkosh Chassis - V,15735
OSHKOSH,517,Rear Mounted Engine,15741
OSHKOSH,517,Articulated,15742
OSHKOSH,517,VC/RV,15749
OSHKOSH,517,MD/BUS,15750
OSHKOSH,517,TC/RV,15751
OSHKOSH,517,SB/BUS RD,15753
OSHKOSH,517,Speciality Vehicle,20739
OSHKOSH,517,Military,21690
OSHKOSH,517,Pumper,21691
OSHKOSH,517,Rescue,21692
OSHKOSH,517,Aerial,21693
OSHKOSH,517,Ambulance,21694
OSHKOSH,517,Refuse,21695
OSHKOSH,517,H-Series,21696
OSHKOSH,517,Recovery,21697
OSHKOSH,517,Oshkosh Chassis - Mid,26072
OSHKOSH,517,Oshkosh Chassis - High,26073
OSHKOSH,517,NGDV,33964
OSPREY CUSTOM 4X4,10094,OC90,26049
OSPREY CUSTOM 4X4,10094,OC110,26050
OSPREY CUSTOM 4X4,10094,OC130,26051
OTTAWA BRIMONT CORPORATION,5050,Rapid Intervention Wildfire Vehicle,12437
OTTAWA BRIMONT CORPORATION,5050,Incomplete Vehicle,12438
OTTAWA BRIMONT CORPORATION,5050,Utility Vehicle,26898
OTTAWA BRIMONT CORPORATION,5050,Construction Vehicle,26899
OUTABOUT,5882,R.V Classics Inc,15328
PAGANI,4767,Huayra,10444
PAGANI,4767,Utopia,36962
PANOZ,4220,Panoz Roadster,8985
PANTHER,5938,Kallista,15609
PAS,7225,GLS,19531
PAS,7225,HSE,19532
PAS,7225,GLD,19533
PAS,7225,AMG,19534
PAS,7225,LSX,19535
PATRIOT ENERGY SERVICES,2570,FF,6399
PENSKE,9699,Elite,24768
PETERBILT,495,357,2039
PETERBILT,495,378,2040
PETERBILT,495,385,2041
PETERBILT,495,335,2042
PETERBILT,495,330,2043
PETERBILT,495,Medium Duty COE,2044
PETERBILT,495,320,2045
PETERBILT,495,379,2046
PETERBILT,495,362,2047
PETERBILT,495,387,2048
PETERBILT,495,386,2049
PETERBILT,495,579,2787
PETERBILT,495,567,2788
PETERBILT,495,340,2789
PETERBILT,495,365,2790
PETERBILT,495,367,2791
PETERBILT,495,384,2792
PETERBILT,495,388,2793
PETERBILT,495,389,2794
PETERBILT,495,325,2795
PETERBILT,495,210,2796
PETERBILT,495,337,2797
PETERBILT,495,348,2798
PETERBILT,495,587,2799
PETERBILT,495,363,2800
PETERBILT,495,382,2801
PETERBILT,495,220,2802
PETERBILT,495,375,9717
PETERBILT,495,377,9718
PETERBILT,495,372,9719
PETERBILT,495,376,9720
PETERBILT,495,476,9721
PETERBILT,495,477,9722
PETERBILT,495,200,9723
PETERBILT,495,310,9727
PETERBILT,495,352,9734
PETERBILT,495,353,9735
PETERBILT,495,349,9736
PETERBILT,495,359,9737
PETERBILT,495,397,9738
PETERBILT,495,520,13786
PETERBILT,495,589,30384
PETERBILT,495,535,32284
PETERBILT,495,536,32285
PETERBILT,495,537,32286
PETERBILT,495,548,32386
PETERBILT,495,250,35733
PEUGEOT,5554,505,14339
PEUGEOT,5554,405,14340
PEUGEOT,5554,604,14624
PEUGEOT,5554,504,14625
PHOENIX CRUISER,13577,Phoenix Cruiser,27488
PHOENIX MOTORCARS,2745,Phoenix Motorcars,6663
"PHOENIX SPORTS CARS, INC.",8785,"Phoenix Sports Cars, Inc.",22880
PHOENIX TRX,13578,Phoenix TRX,27489
PIERCE MANUFACTURING,560,Arrow XT,2873
PIERCE MANUFACTURING,560,Custom Contender,2874
PIERCE MANUFACTURING,560,Enforcer,2875
PIERCE MANUFACTURING,560,Dash,2876
PIERCE MANUFACTURING,560,Impel,2877
PIERCE MANUFACTURING,560,Lance,2878
PIERCE MANUFACTURING,560,Saber,2879
PIERCE MANUFACTURING,560,Quantum,2880
PIERCE MANUFACTURING,560,Velocity,2881
PIERCE MANUFACTURING,560,Pumper,8338
PIERCE MANUFACTURING,560,Rescue,8339
PIERCE MANUFACTURING,560,Aerial,8340
PIERCE MANUFACTURING,560,Airport,8341
PIERCE MANUFACTURING,560,Fixed Cab,9641
PIERCE MANUFACTURING,560,Tilt Cab,9642
PIERCE MANUFACTURING,560,Pierce Mfg,13641
PIERCE MANUFACTURING,560,Ambulance,21698
PIERCE MANUFACTURING,560,Concrete,21699
PIERCE MANUFACTURING,560,Refuse,21700
PIERCE MANUFACTURING,560,H-Series,21701
PIERCE MANUFACTURING,560,Tractor,21702
PIERCE MANUFACTURING,560,Truck,21703
PIERCE MANUFACTURING,560,Recovery,21704
PIERCE MANUFACTURING,560,Defense - Light,21705
PIERCE MANUFACTURING,560,Defense - Medium,21706
PIERCE MANUFACTURING,560,Defense - Heavy,21707
PININFARINA,5661,Azzurra,14706
PLYMOUTH,2409,Neon,6495
PLYMOUTH,2409,Breeze,6496
PLYMOUTH,2409,Prowler,6673
PLYMOUTH,2409,Acclaim,14352
PLYMOUTH,2409,Colt,14353
PLYMOUTH,2409,Sundance,14358
PLYMOUTH,2409,Laser,14359
PLYMOUTH,2409,HORIZON,14398
PLYMOUTH,2409,TURISMO,14406
PLYMOUTH,2409,RELIANT,14407
PLYMOUTH,2409,CARAVELLE,14408
PLYMOUTH,2409,GRAN FURY,14409
PLYMOUTH,2409,CONQUEST,14410
PLYMOUTH,2409,SAPPORO,14716
PLYMOUTH,2409,Champ,14761
PLYMOUTH,2409,Voyager,14861
PLYMOUTH,2409,Grand Voyager,14862
PLYMOUTH,2409,Scamp,15088
PLYMOUTH,2409,Arrow,15089
PLYMOUTH,2409,Trailduster,15123
POLESTAR,10224,PS1,26801
POLESTAR,10224,PS2,27554
POLESTAR,10224,Polestar 3,32388
POLESTAR,10224,Polestar 4,34853
PONTIAC,536,Vibe,2807
PONTIAC,536,G5,4259
PONTIAC,536,Solstice,4260
PONTIAC,536,Wave,4261
PONTIAC,536,Grand Prix,4262
PONTIAC,536,G6,4263
PONTIAC,536,G8,4264
PONTIAC,536,G3,4265
PONTIAC,536,Montana SV6,4589
PONTIAC,536,Torrent,4591
PONTIAC,536,Pursuit,4777
PONTIAC,536,GTO,4993
PONTIAC,536,Matiz,6109
PONTIAC,536,Bonneville,8838
PONTIAC,536,Sunfire,8839
PONTIAC,536,Grand AM,8840
PONTIAC,536,Aztek,8884
PONTIAC,536,Firebird,8986
PONTIAC,536,Sunbird,9140
PONTIAC,536,Trans Sport,11498
PONTIAC,536,Firefly,14169
PONTIAC,536,Lemans,14170
PONTIAC,536,6000,14335
PONTIAC,536,Parisienne,14467
PONTIAC,536,Fiero,14471
PONTIAC,536,T1000,14482
PONTIAC,536,Sunbird 2000,14548
PONTIAC,536,Phoenix,14549
PONTIAC,536,Grand Lemans,22059
PONTIAC,536,Catalina,22061
PONTIAC,536,J2000,22075
PONTIAC,536,Safari,22106
PONTIAC,536,Tempest,22107
PONTIAC,536,Acadian,22114
PONTIAC,536,Sunburst,22116
PONTIAC,536,Laurentian,22168
PONTIAC,536,Montana,33658
PORSCHE,584,911,7832
PORSCHE,584,Boxster,7847
PORSCHE,584,Cayenne,7895
PORSCHE,584,Cayman,7900
PORSCHE,584,Panamera,7994
PORSCHE,584,918,8022
PORSCHE,584,Macan,8031
PORSCHE,584,944,13846
PORSCHE,584,928,13847
PORSCHE,584,924,13848
PORSCHE,584,968,14080
PORSCHE,584,Taycan,28090
PORSCHE,584,718 Boxster,31222
PORSCHE,584,718 Spyder,31223
PORSCHE,584,718 Cayman,31224
PRECEDENT,5771,Lands,15085
PROTECTED VEHICLES,2558,Light Mine Protective Vehicle,6385
PROTECTED VEHICLES,2558,Medium Mine Protective Vehicle,6386
PROTECTED VEHICLES,2558,Heavy Mine Protective Vehicle,6387
QUICKLOADZ,11407,QuickLoadz,29533
RAGE,9961,R200RT,25746
RAGE,9961,R200T,25747
RAGE,9961,R140RT,25748
RAGE,9961,R140T,25749
RAINIER TRUCK AND CHASSIS,2830,RT - 3300,6771
RAINIER TRUCK AND CHASSIS,2830,RT - 2600,6772
RAINIER TRUCK AND CHASSIS,2830,RT - 1950,6773
RAINIER TRUCK AND CHASSIS,2830,RT - 1600,6774
RAINIER TRUCK AND CHASSIS,2830,Open Model,29684
RALLY SPORT,6265,RS Cosworth,17376
RALLY SPORT,6265,RS 200,17377
RAM,496,Promaster City,2050
RAM,496,1500,13620
RAM,496,2500,13621
RAM,496,3500,13622
RAM,496,4000,13623
RAM,496,4500,13624
RAM,496,5500,13625
RAM,496,ProMaster 1500,13627
RAM,496,ProMaster 2500,13628
RAM,496,ProMaster 3500,13629
RAM,496,Cargo Van,13907
RENAISSANCE,6313,Tropica,17532
RENAULT,13647,LeCar,36427
RENAULT,13647,18i,36428
RENAULT,13647,Fuego,36429
RENAULT,13647,Alliance,36430
RENAULT,13647,Encore,36434
REVOLOGY,4859,M6466,11160
RIDE,12552,K7M,32847
RIDE,12552,K7MER,32848
RIDE,12552,K8M,32849
RIDE,12552,K9M,32850
RIDE,12552,K9MD,32851
RIDE,12552,K11M,32852
RIDE,12552,C8M,32853
RIDE,12552,C8MS,32854
RIDE,12552,C10M,32855
RIDE,12552,C10MS,32856
RIDE,12552,Achiever,32857
RIDE,12552,Creator,32858
RIDE,12552,Dreamer,32859
RIDE,12552,8TT,37887
RIDE,12552,8Y,37888
RIDE,12552,6F/6R,37889
RIDE,12552,8R,37890
RIG WORKS,2818,Rig Works Inc.,6759
RIMAC,11921,Nevera,30772
RIMAC,11921,Nevera R,37326
RIVIAN,10887,R1T,28467
RIVIAN,10887,R1S,29173
RIVIAN,10887,RCV,29345
RIVIAN,10887,EDV,29437
RIVIAN,10887,R2,37617
ROCKET SLED MOTORS,3176,Roadster ZR,11512
ROCKET SLED MOTORS,3176,GTM Coupe,11513
ROLLS-ROYCE,445,Phantom,1689
ROLLS-ROYCE,445,Ghost,1690
ROLLS-ROYCE,445,Wraith,1691
ROLLS-ROYCE,445,Silver Dawn,9786
ROLLS-ROYCE,445,Silver Spur,9790
ROLLS-ROYCE,445,Silver Spirit,9792
ROLLS-ROYCE,445,Touring Limousine,9795
ROLLS-ROYCE,445,Corniche,9825
ROLLS-ROYCE,445,Park Ward,9826
ROLLS-ROYCE,445,Silver Seraph,9830
ROLLS-ROYCE,445,Dawn,10289
ROLLS-ROYCE,445,Camargue,14260
ROLLS-ROYCE,445,Cullinan,25883
ROLLS-ROYCE,445,Flying Spur,27698
ROLLS-ROYCE,445,Spectre,32329
ROSENBAUER,11696,RT,30243
ROSENBAUER,11696,Panther,30244
ROSENBAUER,11696,RTX,30245
RPM,5299,RPM,13493
RPM,5299,Governor,37412
RS SPIDER,6263,Sport Spider,17374
RS SPIDER,6263,E,17375
